Nuclear: Consumption*,,,,,,,,,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate per annum,,Share
Colombia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Ecuador,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Peru,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Trinidad & Tobago,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Venezuela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Central America,-,-,-,-,^,^,^,^,^,^,^,^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Other Caribbean,-,^,^,^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Other South America,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Total S. & Cent. America,-,^,^,^,^,^,^,^,^,0.01,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.06,0.09,0.06,0.08,0.07,0.07,0.10,0.09,0.09,0.08,0.08,0.10,0.10,0.11,0.11,0.11,0.12,0.22,0.20,0.21,0.19,0.17,0.21,0.19,0.21,0.20,0.21,0.21,0.21,0.20,0.20,0.20,0.22,0.20,0.21,0.22,0.22,0.22,0.20,-11.8%,-0.7%,0.8%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Belgium,-,^,^,^,^,^,-,^,^,^,0.07,0.10,0.12,0.13,0.12,0.13,0.13,0.16,0.25,0.28,0.35,0.40,0.43,0.44,0.42,0.44,0.44,0.44,0.43,0.41,0.42,0.44,0.48,0.47,0.50,0.49,0.47,0.48,0.47,0.47,0.47,0.46,0.47,0.44,0.46,0.46,0.46,0.38,0.40,0.32,0.24,0.40,0.39,0.26,0.40,0.31,0.45,0.39,-13.4%,0.3%,1.6%
Bulgaria,-,-,-,-,-,-,-,-,-,0.01,0.03,0.05,0.06,0.06,0.06,0.06,0.09,0.11,0.13,0.13,0.13,0.12,0.13,0.16,0.15,0.15,0.13,0.12,0.14,0.16,0.18,0.18,0.18,0.17,0.16,0.19,0.20,0.20,0.17,0.17,0.18,0.19,0.14,0.15,0.15,0.15,0.16,0.15,0.13,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.15,-0.6%,-0.1%,0.6%
Croatia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Cyprus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Czech Republic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.01,0.02,0.06,0.11,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.14,0.15,0.19,0.26,0.26,0.24,0.26,0.26,0.26,0.26,0.27,0.27,0.29,0.29,0.28,0.25,0.22,0.26,0.27,0.28,0.27,0.28,0.28,0.6%,-0.3%,1.2%
Denmark,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Estonia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Finland,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.03,0.07,0.07,0.15,0.17,0.18,0.19,0.19,0.19,0.20,0.20,0.19,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.22,0.23,0.23,0.23,0.22,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.23,6.6%,0.4%,0.9%
France,0.01,0.01,0.02,0.03,0.04,0.06,0.10,0.15,0.15,0.15,0.19,0.16,0.18,0.31,0.41,0.63,1.08,1.11,1.47,1.95,2.29,2.60,2.71,2.81,3.10,3.21,3.38,3.46,3.76,3.68,3.85,4.06,4.04,3.96,4.03,4.24,4.27,4.40,4.42,4.46,4.47,4.43,4.30,4.27,3.95,4.11,4.22,4.03,3.99,4.08,4.07,3.73,3.66,3.77,3.63,3.21,3.43,2.65,-22.6%,-4.1%,11.0%
Germany,^,^,0.01,0.02,0.05,0.07,0.06,0.10,0.12,0.15,0.25,0.30,0.42,0.45,0.53,0.57,0.67,0.76,0.80,1.07,1.42,1.33,1.45,1.60,1.65,1.56,1.51,1.62,1.57,1.54,1.57,1.65,1.74,1.65,1.74,1.73,1.74,1.66,1.65,1.66,1.61,1.65,1.37,1.44,1.30,1.35,1.03,0.94,0.92,0.91,0.85,0.78,0.70,0.69,0.68,0.58,0.62,0.31,-50.0%,-10.4%,1.3%
Greece,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Hungary,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.04,0.07,0.08,0.11,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.11,0.12,0.14,0.13,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,-1.5%,-0.5%,0.6%
Iceland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Ireland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Italy,0.04,0.04,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.05,0.03,0.02,0.03,0.07,0.06,0.07,0.07,0.09,^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Latvia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Lithuania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.10,0.10,0.09,0.13,0.17,0.17,0.17,0.15,0.13,0.08,0.12,0.14,0.12,0.14,0.10,0.09,0.12,0.14,0.16,0.15,0.10,0.09,0.10,0.10,0.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Luxembourg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Netherlands,-,-,-,^,^,^,^,^,0.01,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,^,^,8.2%,0.1%,0.2%
North Macedonia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Norway,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Poland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Portugal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Romania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.08,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.10,0.11,0.10,0.10,0.10,0.10,0.10,-2.1%,-0.8%,0.4%
Slovakia,-,-,-,-,-,-,-,^,^,^,^,^,^,^,0.02,0.05,0.05,0.06,0.06,0.07,0.10,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.13,0.17,0.17,0.18,0.18,0.17,0.18,0.18,0.15,0.16,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.7%,-0.2%,0.6%
Slovenia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,-2.1%,-0.4%,0.2%
Spain,-,-,-,^,0.01,0.01,0.03,0.05,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.05,0.10,0.09,0.11,0.24,0.29,0.38,0.42,0.52,0.57,0.55,0.57,0.57,0.57,0.57,0.57,0.58,0.56,0.60,0.60,0.64,0.65,0.64,0.62,0.63,0.57,0.59,0.54,0.57,0.51,0.59,0.55,0.58,0.53,0.54,0.53,0.54,0.53,0.51,0.53,0.53,0.51,0.53,3.2%,-1.0%,2.2%
Sweden,^,^,^,^,^,^,^,0.01,0.02,0.02,0.12,0.16,0.20,0.24,0.21,0.27,0.38,0.40,0.42,0.52,0.60,0.71,0.69,0.71,0.67,0.70,0.78,0.65,0.63,0.75,0.71,0.76,0.71,0.75,0.75,0.59,0.73,0.69,0.68,0.77,0.72,0.66,0.65,0.62,0.50,0.55,0.58,0.61,0.63,0.61,0.52,0.58,0.60,0.63,0.60,0.45,0.48,0.46,-3.0%,-2.6%,1.9%
Switzerland,-,-,-,-,0.01,0.02,0.01,0.04,0.06,0.07,0.08,0.08,0.08,0.09,0.12,0.15,0.16,0.15,0.16,0.19,0.23,0.23,0.23,0.23,0.23,0.24,0.23,0.24,0.24,0.25,0.25,0.26,0.26,0.26,0.25,0.27,0.27,0.27,0.27,0.27,0.23,0.27,0.27,0.27,0.27,0.25,0.26,0.24,0.25,0.26,0.22,0.20,0.19,0.22,0.23,0.21,0.17,0.21,24.3%,-1.5%,0.9%
Turkey,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Ukraine,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54,0.44,0.52,0.74,0.68,0.78,0.77,0.75,0.77,0.70,0.72,0.81,0.81,0.77,0.74,0.79,0.77,0.79,0.82,0.87,0.88,0.89,0.90,0.87,0.80,0.85,0.86,0.85,0.78,0.83,0.82,0.75,0.79,0.77,0.76,0.69,0.78,0.56,-28.3%,-4.1%,2.3%
United Kingdom,0.15,0.21,0.24,0.27,0.30,0.27,0.28,0.30,0.29,0.34,0.31,0.37,0.41,0.38,0.39,0.38,0.39,0.45,0.51,0.55,0.62,0.60,0.56,0.65,0.73,0.67,0.72,0.78,0.91,0.90,0.91,0.97,1.00,1.02,0.97,0.87,0.91,0.89,0.89,0.80,0.81,0.74,0.62,0.51,0.67,0.60,0.66,0.67,0.66,0.60,0.65,0.66,0.65,0.59,0.51,0.46,0.41,0.43,3.6%,-4.3%,1.8%
Other Europe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.03,0.04,0.05,0.04,0.04,0.05,0.04,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Total Europe,0.20,0.26,0.31,0.35,0.42,0.46,0.52,0.69,0.76,0.89,1.19,1.39,1.65,1.85,2.07,2.42,3.27,3.60,4.25,5.40,7.10,7.55,7.85,8.64,9.06,9.14,9.38,9.44,9.81,9.73,9.98,10.54,10.65,10.56,10.63,10.71,10.98,11.04,11.07,11.17,10.98,10.89,10.31,10.24,9.69,9.89,9.76,9.45,9.29,9.29,9.01,8.71,8.60,8.55,8.47,7.56,7.98,6.68,-16.3%,-3.4%,27.7%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Belarus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.05,^,-19.2%,-,0.2%
Kazakhstan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,-,0.01,^,^,^,^,^,^,^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Russian Federation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.01,1.07,1.27,1.38,1.39,1.21,1.23,1.22,1.22,1.00,1.02,1.11,1.11,1.06,1.24,1.34,1.39,1.43,1.51,1.44,1.48,1.54,1.56,1.58,1.58,1.63,1.65,1.68,1.62,1.69,1.82,1.82,1.87,1.87,1.90,1.96,2.01,2.01,0.2%,1.8%,8.4%
Turkmenistan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
USSR,0.02,0.02,0.02,0.03,0.04,0.04,0.06,0.10,0.15,0.22,0.29,0.39,0.52,0.54,0.61,0.76,0.89,1.02,1.14,1.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Uzbekistan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Other CIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05,0.03,0.04,0.05,0.01,-,-,-,-,-,^,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,^,^,41.9%,1.6%,0.1%
Total CIS,0.02,0.02,0.02,0.03,0.04,0.04,0.06,0.10,0.15,0.22,0.29,0.39,0.52,0.54,0.61,0.76,0.89,1.02,1.14,1.47,1.07,1.10,1.32,1.43,1.41,1.21,1.23,1.23,1.22,1.00,1.02,1.14,1.13,1.08,1.27,1.36,1.41,1.45,1.53,1.46,1.51,1.56,1.59,1.61,1.60,1.66,1.67,1.70,1.65,1.71,1.84,1.84,1.89,1.89,1.92,1.99,2.08,2.08,0.1%,2.0%,8.6%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.01,0.04,0.04,0.03,0.06,0.06,0.06,0.06,0.06,^,0.06,85.0%,15.7%,0.2%
Iraq,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Israel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Kuwait,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Oman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Qatar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Saudi Arabia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
United Arab Emirates,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.10,0.18,89.9%,-,0.8%
Other Middle East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Total Middle East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.01,0.04,0.04,0.03,0.06,0.06,0.06,0.06,0.07,0.13,0.24,88.7%,33.1%,1.0%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Egypt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Morocco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
South Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.05,0.09,0.06,0.11,0.11,0.09,0.09,0.09,0.07,0.10,0.12,0.12,0.13,0.14,0.13,0.13,0.11,0.12,0.13,0.13,0.11,0.10,0.11,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.14,0.13,0.11,0.12,0.09,0.11,0.09,-18.5%,-3.0%,0.4%
Eastern Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Middle Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
Western Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦
